gene_id,PAvsVH_symbol,PAvsVH_biotype,PAvsVH_logFC,PAvsVH_PValue,PAvsVH_FDR,TiPAvsVH_logFC,TiPAvsVH_PValue,TiPAvsVH_FDR
ENSG00000133961,NUMB,protein_coding,1.04573232419207,0.000405636509375021,0.00226732645911859,NA,NA,NA
ENSG00000145685,LHFPL2,protein_coding,1.08781733703481,0.000471036463854993,0.00253270862474795,NA,NA,NA
ENSG00000107798,LIPA,protein_coding,2.14201810740686,0.000778947393601342,0.00378360309862131,NA,NA,NA
ENSG00000136235,GPNMB,protein_coding,3.69299170292981,0.000851285975240415,0.00405606358431979,NA,NA,NA
ENSG00000129226,CD68,protein_coding,4.45789489763539,0.00117738814756982,0.00528813386511199,NA,NA,NA
ENSG00000130294,KIF1A,protein_coding,1.07917744379136,0.00181030678299615,0.00745830462301496,NA,NA,NA
ENSG00000137767,SQOR,protein_coding,2.27025415291267,0.00194905008909955,0.0079339049822585,NA,NA,NA
ENSG00000000938,FGR,protein_coding,5.33183022400364,0.00255824492051998,0.00976120960504059,NA,NA,NA
ENSG00000118515,SGK1,protein_coding,1.59149836605975,0.0029422702180074,0.0108858026545579,NA,NA,NA
ENSG00000160213,CSTB,protein_coding,1.61162572364345,0.0062320506468592,0.01966219854464,NA,NA,NA
ENSG00000120437,ACAT2,protein_coding,1.0108620549361,0.0124203955228462,0.0339715781172133,NA,NA,NA
ENSG00000166825,ANPEP,protein_coding,1.96922422484394,0.0134274143785958,0.0361477302167946,NA,NA,NA
ENSG00000196743,GM2A,protein_coding,1.94048485240386,0.016927209804401,0.0432417467377093,NA,NA,NA
